,Id,prdtypecode,PAYS_LANGUE,RATIO_LANGUE,ORIGINE_LANGUE,pays_design,Ratio_design,pays_descr,Ratio_descr,design_long,descrip_long,descr_NaN
382,382,1320,de,0.99,Designation,de,0.99,de,0.99,54,54.0,False
383,383,1320,fr,0.99,Designation,fr,0.99,fr,0.99,85,910.0,False
384,384,2583,fr,0.99,Description,fr,0.57,fr,0.99,57,686.0,False
385,385,2403,fr,0.99,Designation,fr,0.99,,,89,,True
386,386,10,fr,0.99,Designation,fr,0.99,,,57,,True
387,387,1560,fr,0.99,Designation,fr,0.99,fr,0.99,123,2120.0,False
388,388,2522,no,0.71,Designation,no,0.71,,,38,,True
389,389,2462,pt,0.85,Designation,pt,0.85,,,69,,True
390,390,1140,en,0.99,Designation,en,0.99,,,21,,True
391,391,10,fr,0.99,Designation,fr,0.99,,,129,,True
392,392,2403,fr,0.99,Designation,fr,0.99,,,102,,True
393,393,1300,fr,0.99,Designation,fr,0.99,fr,0.99,102,1008.0,False
394,394,1320,fr,0.99,Description,nl,0.71,fr,0.99,75,1966.0,False
395,395,1280,tl,0.99,Designation,tl,0.99,ro,0.85,30,51.0,False
396,396,1140,en,0.57,Designation,en,0.57,,,47,,True
397,397,2522,fr,0.99,Designation,fr,0.99,ro,0.85,93,32.0,False
398,398,2582,fr,0.99,Description,da,0.85,fr,0.99,29,282.0,False
399,399,1300,fr,0.99,Designation,fr,0.99,fr,0.99,100,778.0,False
400,400,1281,en,0.56,Designation,en,0.56,,,41,,True
401,401,2060,fr,0.99,Description,nl,0.71,fr,0.99,105,549.0,False
402,402,1300,en,0.99,Designation,en,0.99,en,0.99,68,61.0,False
403,403,10,en,0.99,Designation,en,0.99,,,56,,True
404,404,1281,fr,0.99,Description,en,0.57,fr,0.99,67,131.0,False
405,405,2582,fr,0.99,Description,ro,0.57,fr,0.99,44,1085.0,False
406,406,1940,pt,0.99,Designation,pt,0.99,fr,0.99,33,285.0,False
407,407,2582,en,0.99,Designation,en,0.99,fr,0.99,91,826.0,False
408,408,1140,fr,0.57,Designation,fr,0.57,,,49,,True
409,409,1140,en,0.99,Designation,en,0.99,,,66,,True
410,410,1300,fr,0.99,Designation,fr,0.99,fr,0.99,98,936.0,False
411,411,2060,fr,0.99,Designation,fr,0.99,fr,0.99,79,645.0,False
412,412,1560,fr,0.99,Description,fr,0.85,fr,0.99,166,1705.0,False
413,413,2585,fr,0.99,Designation,fr,0.99,fr,0.99,43,201.0,False
414,414,2280,fr,0.99,Designation,fr,0.99,,,169,,True
415,415,50,fr,0.99,Description,en,0.57,fr,0.99,93,720.0,False
416,416,2403,en,0.71,Designation,en,0.71,,,170,,True
417,417,2403,fr,0.99,Designation,fr,0.99,,,139,,True
418,418,1140,fr,0.85,Designation,fr,0.85,,,52,,True
419,419,1302,fr,0.99,Designation,fr,0.99,fr,0.99,83,891.0,False
420,420,1920,fr,0.99,Designation,fr,0.99,fr,0.99,103,594.0,False
421,421,40,fr,0.99,Description,fr,0.85,fr,0.99,37,292.0,False
422,422,40,fr,0.99,Designation,fr,0.99,fr,0.99,81,639.0,False
423,423,2522,fr,0.99,Designation,fr,0.99,fr,0.99,129,218.0,False
424,424,50,fr,0.99,Designation,fr,0.99,fr,0.99,106,781.0,False
425,425,1560,fr,0.99,Designation,fr,0.99,fr,0.99,60,971.0,False
426,426,2583,fr,0.99,Designation,fr,0.99,fr,0.99,101,482.0,False
427,427,1300,fr,0.99,Designation,fr,0.99,fr,0.99,103,762.0,False
428,428,1160,fr,0.99,Designation,fr,0.99,,,45,,True
429,429,2585,fr,0.99,Designation,fr,0.99,fr,0.99,113,1232.0,False
430,430,2585,fr,0.99,Designation,fr,0.99,fr,0.99,105,639.0,False
431,431,2220,fr,0.99,Description,fr,0.85,fr,0.99,46,497.0,False
432,432,10,it,0.85,Designation,it,0.85,pt,0.71,28,26.0,False
433,433,50,nl,0.99,Designation,nl,0.99,fr,0.99,39,31.0,False
434,434,1560,fr,0.99,Designation,fr,0.99,fr,0.99,84,779.0,False
435,435,2280,fr,0.85,Designation,fr,0.85,,,54,,True
436,436,2280,fr,0.99,Designation,fr,0.99,,,131,,True
437,437,1560,fr,0.99,Designation,fr,0.99,fr,0.99,98,321.0,False
438,438,2280,fr,0.99,Designation,fr,0.99,,,105,,True
439,439,1280,en,0.99,Designation,en,0.99,en,0.99,113,515.0,False
440,440,2403,fr,0.99,Designation,fr,0.99,,,96,,True
441,441,1281,fr,0.99,Designation,fr,0.99,fr,0.99,90,644.0,False
442,442,1940,cy,0.99,Description,en,0.71,cy,0.99,58,6.0,False
443,443,1160,fr,0.99,Designation,fr,0.99,,,33,,True
444,444,1560,fr,0.99,Description,fr,0.81,fr,0.99,103,289.0,False
445,445,1300,fr,0.99,Designation,fr,0.99,fr,0.99,105,881.0,False
446,446,1920,fr,0.99,Description,fr,0.85,fr,0.99,61,315.0,False
447,447,1160,fr,0.99,Designation,fr,0.99,,,42,,True
448,448,2522,fr,0.99,Description,en,0.68,fr,0.99,56,145.0,False
449,449,2462,en,0.85,Designation,en,0.85,,,45,,True
450,450,1320,fr,0.99,Designation,fr,0.99,,,50,,True
451,451,1920,fr,0.99,Description,en,0.71,fr,0.99,56,589.0,False
452,452,1560,fr,0.99,Designation,fr,0.99,fr,0.99,68,818.0,False
453,453,1302,fr,0.99,Designation,fr,0.99,fr,0.99,115,441.0,False
454,454,1300,fr,0.99,Description,fr,0.71,fr,0.99,97,28.0,False
455,455,2280,de,0.42,Designation,de,0.42,,,115,,True
456,456,2582,en,0.99,Designation,en,0.99,fr,0.85,81,173.0,False
457,457,2705,fr,0.99,Designation,fr,0.99,fr,0.99,33,1332.0,False
458,458,2403,en,0.57,Designation,en,0.57,,,46,,True
459,459,1281,fr,0.99,Description,en,0.85,fr,0.99,85,690.0,False
460,460,10,de,0.99,Designation,de,0.99,,,25,,True
461,461,2060,fr,0.99,Designation,fr,0.99,fr,0.99,91,936.0,False
462,462,2060,fr,0.99,Description,fr,0.85,fr,0.99,78,3460.0,False
463,463,2060,fr,0.99,Designation,fr,0.99,fr,0.99,103,2524.0,False
464,464,2280,fr,0.99,Designation,fr,0.99,,,37,,True
465,465,2403,fr,0.99,Designation,fr,0.99,,,49,,True
466,466,1300,fr,0.99,Designation,fr,0.99,fr,0.99,97,1475.0,False
467,467,1300,fr,0.99,Designation,fr,0.99,fr,0.99,99,601.0,False
468,468,2585,fr,0.99,Designation,fr,0.99,fr,0.99,105,500.0,False
469,469,1920,fr,0.99,Description,en,0.71,fr,0.99,100,1001.0,False
470,470,2585,fr,0.99,Designation,fr,0.99,fr,0.99,87,2446.0,False
471,471,2060,fr,0.99,Designation,fr,0.99,fr,0.99,91,682.0,False
472,472,2583,fr,0.99,Designation,fr,0.99,fr,0.99,69,228.0,False
473,473,1560,fr,0.99,Description,fr,0.85,fr,0.99,106,483.0,False
474,474,1140,fr,0.99,Description,de,0.85,fr,0.99,25,14.0,False
475,475,2583,fr,0.99,Designation,fr,0.99,fr,0.99,57,832.0,False
476,476,40,en,0.99,Designation,en,0.99,,,30,,True
477,477,10,fr,0.99,Designation,fr,0.99,,,92,,True
478,478,2583,fr,0.99,Designation,fr,0.99,fr,0.99,34,246.0,False
479,479,1280,fr,0.99,Designation,fr,0.99,fr,0.99,37,604.0,False
480,480,2705,fr,0.99,Designation,fr,0.99,,,19,,True
481,481,50,de,0.99,Description,de,0.85,de,0.99,30,30.0,False
482,482,1140,id,0.99,Designation,id,0.99,,,30,,True
483,483,40,fr,0.99,Designation,fr,0.99,fr,0.99,62,62.0,False
484,484,1280,en,0.99,Description,de,0.85,en,0.99,20,792.0,False
485,485,1140,fr,0.99,Designation,fr,0.99,fr,0.99,72,112.0,False
486,486,50,de,0.71,Designation,de,0.71,,,46,,True
487,487,2582,en,0.99,Designation,en,0.99,fr,0.99,45,219.0,False
488,488,2220,fr,0.99,Designation,fr,0.99,fr,0.99,95,805.0,False
489,489,2522,fr,0.99,Description,de,0.85,fr,0.99,55,136.0,False
490,490,2280,fr,0.71,Designation,fr,0.71,,,215,,True
491,491,50,fr,0.99,Description,en,0.71,fr,0.99,103,802.0,False
492,492,2585,fr,0.99,Designation,fr,0.99,ca,0.99,58,66.0,False
493,493,2582,fr,0.99,Description,pt,0.57,fr,0.99,51,222.0,False
494,494,2582,fr,0.99,Designation,fr,0.99,fr,0.99,44,584.0,False
495,495,1280,en,0.42,Designation,en,0.42,,,68,,True
496,496,1300,fr,0.99,Designation,fr,0.99,fr,0.99,102,804.0,False
497,497,2582,fr,0.99,Description,en,0.57,fr,0.99,57,735.0,False
498,498,2583,fr,0.99,Designation,fr,0.99,fr,0.99,48,1088.0,False
499,499,2280,fr,0.99,Designation,fr,0.99,,,250,,True
500,500,2583,fr,0.99,Description,it,0.57,fr,0.99,40,1104.0,False
501,501,1281,fr,0.99,Designation,fr,0.99,,,51,,True
502,502,1300,fr,0.99,Description,fr,0.71,fr,0.99,51,35.0,False
503,503,2522,fr,0.99,Designation,fr,0.99,fr,0.99,164,221.0,False
504,504,2583,fr,0.99,Designation,fr,0.99,,,63,,True
505,505,1560,fr,0.99,Designation,fr,0.99,fr,0.99,161,1776.0,False
506,506,40,fr,0.99,Description,en,0.57,fr,0.99,28,843.0,False
507,507,50,fr,0.99,Designation,fr,0.99,,,67,,True
508,508,2583,fr,0.99,Description,en,0.57,fr,0.99,52,482.0,False
509,509,2585,fr,0.99,Designation,fr,0.99,fr,0.99,83,710.0,False
510,510,2583,en,0.99,Designation,en,0.99,fr,0.99,27,961.0,False
511,511,2280,fr,0.99,Designation,fr,0.99,,,58,,True
512,512,2403,fr,0.99,Designation,fr,0.99,,,37,,True
513,513,10,de,0.57,Designation,de,0.57,,,36,,True
514,514,2705,en,0.85,Designation,en,0.85,,,40,,True
515,515,2705,fr,0.99,Designation,fr,0.99,fr,0.99,30,840.0,False
516,516,1300,fr,0.99,Designation,fr,0.99,en,0.99,142,385.0,False
517,517,2280,en,0.85,Designation,en,0.85,,,250,,True
518,518,2280,en,0.99,Designation,en,0.99,,,250,,True
519,519,2280,fr,0.71,Designation,fr,0.71,,,28,,True
520,520,1920,en,0.99,Designation,en,0.99,fr,0.99,67,383.0,False
521,521,2403,fr,0.85,Designation,fr,0.85,,,58,,True
522,522,2583,fr,0.99,Description,pl,0.85,fr,0.99,26,107.0,False
523,523,2585,fr,0.99,Designation,fr,0.99,fr,0.99,79,1890.0,False
524,524,1180,fr,0.99,Description,da,0.84,fr,0.99,59,143.0,False
525,525,2705,fr,0.99,Designation,fr,0.99,,,30,,True
526,526,2060,fr,0.99,Designation,fr,0.99,fr,0.99,71,984.0,False
527,527,1560,fr,0.99,Description,fr,0.85,fr,0.99,102,372.0,False
528,528,2705,fr,0.99,Designation,fr,0.99,,,35,,True
529,529,50,fr,0.99,Description,fr,0.85,fr,0.99,98,963.0,False
530,530,60,fr,0.99,Designation,fr,0.99,fr,0.99,132,190.0,False
531,531,1280,fr,0.99,Designation,fr,0.99,fr,0.99,91,1326.0,False
532,532,1560,fr,0.99,Description,fr,0.85,fr,0.99,97,1000.0,False
533,533,2583,fr,0.99,Designation,fr,0.99,fr,0.99,77,534.0,False
534,534,2583,fr,0.99,Designation,fr,0.99,fr,0.99,91,66.0,False
535,535,2280,fr,0.85,Designation,fr,0.85,,,49,,True
536,536,2585,fr,0.99,Description,fr,0.85,fr,0.99,73,847.0,False
537,537,1281,fr,0.99,Designation,fr,0.99,fr,0.99,85,657.0,False
538,538,10,fr,0.99,Designation,fr,0.99,fr,0.99,70,975.0,False
539,539,2280,fr,0.99,Designation,fr,0.99,,,250,,True
540,540,1560,en,0.99,Designation,en,0.99,en,0.99,73,758.0,False
541,541,2585,fr,0.99,Designation,fr,0.99,fr,0.99,102,1009.0,False
542,542,1920,fr,0.99,Designation,fr,0.99,fr,0.99,85,744.0,False
543,543,2220,en,0.99,Designation,en,0.99,fr,0.85,87,329.0,False
544,544,1920,fr,0.99,Designation,fr,0.99,fr,0.99,48,453.0,False
545,545,2582,fr,0.99,Designation,fr,0.99,fr,0.99,56,820.0,False
546,546,2403,en,0.85,Designation,en,0.85,,,24,,True
547,547,2060,fr,0.99,Description,fr,0.57,fr,0.99,76,1790.0,False
548,548,1302,en,0.99,Designation,en,0.99,fr,0.99,74,1194.0,False
549,549,2403,nl,0.99,Designation,nl,0.99,,,43,,True
550,550,2705,fr,0.99,Designation,fr,0.99,fr,0.99,49,1386.0,False
551,551,2583,fr,0.99,Designation,fr,0.99,fr,0.99,65,101.0,False
552,552,1280,fr,0.99,Description,fr,0.57,fr,0.99,57,16.0,False
553,553,2060,fr,0.99,Designation,fr,0.99,fr,0.99,71,994.0,False
554,554,2705,fr,0.99,Designation,fr,0.99,fr,0.99,18,416.0,False
555,555,50,fr,0.71,Designation,fr,0.71,fr,0.85,40,40.0,False
556,556,40,en,0.99,Designation,en,0.99,,,24,,True
557,557,40,en,0.99,Designation,en,0.99,fr,0.99,23,463.0,False
558,558,2583,fr,0.99,Designation,fr,0.99,fr,0.99,73,492.0,False
559,559,2522,fr,0.99,Designation,fr,0.99,fr,0.99,123,218.0,False
560,560,1320,es,0.99,Designation,es,0.99,fr,0.99,46,462.0,False
561,561,2585,fr,0.99,Designation,fr,0.99,fr,0.99,70,326.0,False
562,562,2403,nl,0.85,Designation,nl,0.85,,,27,,True
563,563,1281,de,0.57,Designation,de,0.57,,,29,,True
564,564,1302,fr,0.99,Description,en,0.85,fr,0.99,55,697.0,False
565,565,2582,fr,0.99,Description,de,0.42,fr,0.99,86,2568.0,False
566,566,2583,fr,0.99,Description,fr,0.42,fr,0.99,45,1276.0,False
567,567,1280,fr,0.99,Designation,fr,0.99,fr,0.99,111,705.0,False
568,568,1160,fr,0.57,Designation,fr,0.57,,,62,,True
569,569,2522,fr,0.99,Designation,fr,0.99,fr,0.99,111,479.0,False
570,570,1300,fr,0.99,Description,fr,0.85,fr,0.99,118,100.0,False
571,571,1140,nl,0.45,Designation,nl,0.45,,,33,,True
572,572,2280,fr,0.99,Designation,fr,0.99,,,49,,True
573,573,1560,fr,0.99,Description,fr,0.85,fr,0.99,98,469.0,False
574,574,2583,fr,0.99,Designation,fr,0.99,fr,0.99,55,712.0,False
575,575,2582,en,0.99,Description,en,0.85,en,0.99,83,621.0,False
576,576,1302,fr,0.99,Designation,fr,0.99,fr,0.99,58,594.0,False
577,577,1300,fr,0.99,Designation,fr,0.99,fr,0.99,99,1059.0,False
578,578,2462,en,0.99,Designation,en,0.99,,,19,,True
579,579,1302,fr,0.99,Designation,fr,0.99,fr,0.99,86,1277.0,False
580,580,10,en,0.99,Designation,en,0.99,,,30,,True
581,581,2522,fr,0.99,Designation,fr,0.99,fr,0.99,72,493.0,False
582,582,1320,fr,0.99,Designation,fr,0.99,fr,0.99,61,2085.0,False
583,583,2060,en,0.99,Designation,en,0.99,fr,0.99,80,2169.0,False
584,584,2705,fr,0.99,Designation,fr,0.99,fr,0.99,54,1723.0,False
585,585,1302,de,0.99,Designation,de,0.99,de,0.99,43,23.0,False
586,586,1160,en,0.99,Designation,en,0.99,,,74,,True
587,587,1320,fr,0.99,Designation,fr,0.99,fr,0.99,35,160.0,False
588,588,1320,en,0.99,Designation,en,0.99,,,112,,True
589,589,2462,fr,0.99,Designation,fr,0.99,,,90,,True
590,590,2403,fr,0.99,Designation,fr,0.99,,,98,,True
591,591,1160,de,0.57,Designation,de,0.57,,,49,,True
592,592,2403,fr,0.99,Designation,fr,0.99,,,89,,True
593,593,2583,fr,0.99,Designation,fr,0.99,fr,0.99,91,66.0,False
594,594,1280,en,0.99,Designation,en,0.99,,,99,,True
595,595,1920,fr,0.99,Designation,fr,0.99,fr,0.99,78,422.0,False
596,596,2462,fr,0.99,Designation,fr,0.99,,,133,,True
597,597,1560,fr,0.99,Designation,fr,0.99,fr,0.99,54,715.0,False
598,598,1280,fr,0.99,Designation,fr,0.99,fr,0.99,55,226.0,False
599,599,2705,fr,0.99,Designation,fr,0.99,fr,0.99,37,781.0,False
600,600,1300,fr,0.99,Designation,fr,0.99,fr,0.99,101,4274.0,False
601,601,1300,fr,0.99,Designation,fr,0.99,en,0.99,121,413.0,False
602,602,2585,en,0.71,Designation,en,0.71,,,34,,True
603,603,2583,de,0.99,Designation,de,0.99,fr,0.99,22,329.0,False
604,604,2705,fr,0.99,Designation,fr,0.99,fr,0.99,23,488.0,False
605,605,2522,fr,0.99,Designation,fr,0.99,fr,0.99,118,210.0,False
606,606,2280,fr,0.99,Designation,fr,0.99,,,209,,True
607,607,2583,fr,0.99,Description,fr,0.85,fr,0.99,98,1235.0,False
608,608,1560,fr,0.99,Description,en,0.85,fr,0.99,70,1684.0,False
609,609,1280,en,0.99,Designation,en,0.99,,,49,,True
610,610,2583,fr,0.99,Designation,fr,0.99,fr,0.99,68,132.0,False
611,611,2905,fr,0.99,Description,id,0.71,fr,0.99,63,2251.0,False
612,612,1280,en,0.99,Designation,en,0.99,,,80,,True
613,613,10,en,0.99,Designation,en,0.99,,,28,,True
614,614,2060,en,0.99,Designation,en,0.99,fr,0.99,83,1156.0,False
615,615,1320,nl,0.85,Designation,nl,0.85,,,61,,True
616,616,2462,fr,0.85,Designation,fr,0.85,,,43,,True
617,617,1302,fr,0.99,Description,fr,0.85,fr,0.99,100,349.0,False
618,618,2280,fr,0.99,Designation,fr,0.99,,,55,,True
619,619,1560,fr,0.99,Description,fr,0.7,fr,0.99,56,432.0,False
620,620,2403,it,0.99,Designation,it,0.99,,,37,,True
621,621,2280,fr,0.99,Designation,fr,0.99,,,250,,True
622,622,10,en,0.99,Designation,en,0.99,,,53,,True
623,623,2583,fr,0.99,Description,ca,0.42,fr,0.99,37,33.0,False
624,624,10,it,0.71,Designation,it,0.71,,,29,,True
625,625,2462,fr,0.42,Designation,fr,0.42,,,60,,True
626,626,1302,fr,0.99,Description,fr,0.85,fr,0.99,115,2202.0,False
627,627,1560,fr,0.99,Designation,fr,0.99,fr,0.99,96,724.0,False
628,628,2705,fr,0.99,Description,fr,0.71,fr,0.99,16,666.0,False
629,629,2585,fr,0.99,Designation,fr,0.99,fr,0.99,50,208.0,False
630,630,1300,fr,0.99,Designation,fr,0.99,fr,0.99,103,1023.0,False
631,631,1320,fr,0.99,Designation,fr,0.99,fr,0.99,82,753.0,False
632,632,2280,fr,0.99,Designation,fr,0.99,,,63,,True
633,633,1560,fr,0.99,Designation,fr,0.99,fr,0.99,118,673.0,False
634,634,2522,en,0.99,Designation,en,0.99,,,96,,True
635,635,2583,fr,0.99,Description,en,0.57,fr,0.99,75,257.0,False
636,636,1140,fr,0.57,Designation,fr,0.57,,,73,,True
637,637,1280,en,0.99,Designation,en,0.99,fr,0.99,89,375.0,False
638,638,2522,fr,0.99,Description,fr,0.71,fr,0.99,84,408.0,False
639,639,2403,es,0.99,Designation,es,0.99,,,80,,True
640,640,1300,fr,0.99,Designation,fr,0.99,fr,0.99,117,659.0,False
641,641,2060,fr,0.99,Designation,fr,0.99,fr,0.99,89,187.0,False
642,642,2522,fr,0.57,Designation,fr,0.57,,,77,,True
643,643,2522,fr,0.99,Description,fr,0.85,fr,0.99,28,1531.0,False
644,644,1160,de,0.85,Designation,de,0.85,,,38,,True
645,645,1560,en,0.99,Designation,en,0.99,fr,0.99,86,1157.0,False
646,646,1160,fr,0.99,Designation,fr,0.99,,,34,,True
647,647,2582,fr,0.99,Designation,fr,0.99,fr,0.99,118,1629.0,False
648,648,2583,fr,0.99,Designation,fr,0.99,fr,0.99,63,1314.0,False
649,649,2582,en,0.99,Description,de,0.65,en,0.99,74,380.0,False
650,650,2060,fr,0.99,Designation,fr,0.99,fr,0.99,84,1449.0,False
651,651,2522,fr,0.99,Description,fr,0.85,fr,0.99,52,217.0,False
652,652,1920,fr,0.99,Description,fr,0.57,fr,0.99,54,634.0,False
653,653,2905,fr,0.99,Designation,fr,0.99,fr,0.99,48,2374.0,False
654,654,2403,fr,0.71,Designation,fr,0.71,,,45,,True
655,655,2583,fr,0.99,Designation,fr,0.99,fr,0.99,26,89.0,False
656,656,10,fr,0.99,Designation,fr,0.99,fr,0.99,82,124.0,False
657,657,1300,en,0.99,Designation,en,0.99,fr,0.99,99,971.0,False
658,658,2060,fr,0.99,Designation,fr,0.99,fr,0.99,127,464.0,False
659,659,2583,pt,0.57,Designation,pt,0.57,fr,0.85,61,32.0,False
660,660,2522,fr,0.99,Designation,fr,0.99,,,71,,True
661,661,1281,fr,0.99,Designation,fr,0.99,fr,0.99,73,657.0,False
662,662,1281,fr,0.99,Designation,fr,0.99,fr,0.99,136,32.0,False
663,663,1280,fr,0.99,Designation,fr,0.99,fr,0.99,104,952.0,False
664,664,2280,fr,0.99,Designation,fr,0.99,,,212,,True
665,665,2585,fr,0.99,Designation,fr,0.99,fr,0.99,53,300.0,False
666,666,1180,en,0.99,Designation,en,0.99,,,34,,True
667,667,1160,en,0.99,Designation,en,0.99,,,59,,True
668,668,1302,fr,0.99,Description,nl,0.42,fr,0.99,91,972.0,False
669,669,40,id,0.71,Designation,id,0.71,,,16,,True
670,670,1280,fr,0.99,Designation,fr,0.99,fr,0.99,99,874.0,False
671,671,1920,en,0.99,Designation,en,0.99,en,0.99,80,877.0,False
672,672,2905,fr,0.99,Designation,fr,0.99,fr,0.85,40,3440.0,False
673,673,1302,fr,0.99,Designation,fr,0.99,fr,0.99,102,1632.0,False
674,674,2060,fr,0.99,Designation,fr,0.99,fr,0.99,96,1170.0,False
675,675,2403,de,0.85,Designation,de,0.85,,,129,,True
676,676,2403,de,0.85,Designation,de,0.85,,,50,,True
677,677,2060,fr,0.99,Designation,fr,0.99,fr,0.99,75,1254.0,False
678,678,1281,en,0.99,Designation,en,0.99,en,0.99,63,256.0,False
679,679,50,fr,0.99,Designation,fr,0.99,,,39,,True
680,680,2462,fr,0.99,Designation,fr,0.99,,,32,,True
681,681,2280,en,0.99,Designation,en,0.99,,,36,,True
682,682,2280,fr,0.99,Designation,fr,0.99,,,136,,True
683,683,2522,ro,0.57,Designation,ro,0.57,ca,0.57,50,13.0,False
684,684,2403,en,0.85,Designation,en,0.85,,,23,,True
685,685,10,fr,0.71,Designation,fr,0.71,,,15,,True
686,686,1160,en,0.99,Designation,en,0.99,,,28,,True
687,687,1302,fr,0.99,Description,en,0.85,fr,0.99,80,1002.0,False
688,688,1560,fr,0.99,Designation,fr,0.99,fr,0.99,121,1023.0,False
689,689,10,fr,0.99,Designation,fr,0.99,,,88,,True
690,690,1560,fr,0.99,Designation,fr,0.99,fr,0.99,44,528.0,False
691,691,2905,fr,0.99,Designation,fr,0.99,fr,0.99,66,523.0,False
692,692,2583,fr,0.99,Designation,fr,0.99,fr,0.99,76,105.0,False
693,693,10,fr,0.99,Description,de,0.56,fr,0.99,33,34.0,False
694,694,60,fr,0.99,Designation,fr,0.99,fr,0.99,97,220.0,False
695,695,2705,fr,0.99,Designation,fr,0.99,fr,0.99,56,1068.0,False
696,696,1160,fr,0.99,Designation,fr,0.99,,,61,,True
697,697,40,en,0.99,Designation,en,0.99,,,70,,True
698,698,1280,fr,0.85,Designation,fr,0.85,,,89,,True
699,699,2060,fr,0.99,Designation,fr,0.99,fr,0.99,90,1071.0,False
700,700,2585,fr,0.99,Designation,fr,0.99,fr,0.99,48,384.0,False
701,701,2583,fr,0.99,Designation,fr,0.99,fr,0.99,51,1555.0,False
702,702,1940,fr,0.99,Designation,fr,0.99,fr,0.99,72,222.0,False
703,703,10,en,0.99,Designation,en,0.99,,,40,,True
704,704,2522,fr,0.99,Designation,fr,0.99,fr,0.99,52,37.0,False
705,705,2705,fr,0.99,Description,af,0.71,fr,0.99,16,1389.0,False
706,706,2280,ca,0.57,Designation,ca,0.57,,,33,,True
707,707,1140,nl,0.85,Designation,nl,0.85,,,48,,True
708,708,2060,fr,0.99,Designation,fr,0.99,fr,0.99,86,670.0,False
709,709,2585,fr,0.99,Description,fr,0.85,fr,0.99,128,1353.0,False
710,710,1320,id,0.99,Designation,id,0.99,id,0.85,30,30.0,False
711,711,2522,fr,0.99,Designation,fr,0.99,fr,0.99,38,254.0,False
712,712,2583,fr,0.99,Description,en,0.57,fr,0.99,34,141.0,False
713,713,2522,en,0.57,Designation,en,0.57,,,47,,True
714,714,1560,en,0.71,Designation,en,0.71,fr,0.85,73,255.0,False
715,715,2583,fr,0.99,Designation,fr,0.99,fr,0.99,31,38.0,False
716,716,1302,fr,0.99,Designation,fr,0.99,fr,0.99,105,1019.0,False
717,717,2060,fr,0.99,Designation,fr,0.99,fr,0.99,99,2304.0,False
718,718,1560,fr,0.99,Description,fr,0.71,fr,0.99,126,989.0,False
719,719,2583,fr,0.57,Designation,fr,0.57,,,55,,True
720,720,2583,fr,0.99,Description,fr,0.85,fr,0.99,48,88.0,False
721,721,1180,en,0.99,Designation,en,0.99,,,22,,True
722,722,2583,fr,0.99,Description,ca,0.85,fr,0.99,28,244.0,False
723,723,2583,fr,0.99,Description,ca,0.85,fr,0.99,54,3538.0,False
724,724,1940,ro,0.99,Description,ca,0.49,ro,0.99,35,66.0,False
725,725,1560,fr,0.99,Designation,fr,0.99,fr,0.99,62,202.0,False
726,726,2522,fr,0.99,Designation,fr,0.99,fr,0.99,82,2585.0,False
727,727,40,fr,0.99,Description,en,0.85,fr,0.99,26,492.0,False
728,728,1320,fr,0.99,Designation,fr,0.99,fr,0.99,50,435.0,False
729,729,1302,en,0.99,Designation,en,0.99,fr,0.99,86,945.0,False
730,730,2583,fr,0.99,Description,fr,0.85,fr,0.99,55,83.0,False
731,731,1320,en,0.57,Designation,en,0.57,de,0.57,40,86.0,False
732,732,1560,fr,0.99,Description,en,0.85,fr,0.99,75,837.0,False
733,733,1281,en,0.99,Designation,en,0.99,en,0.99,49,362.0,False
734,734,2280,fr,0.99,Designation,fr,0.99,,,91,,True
735,735,2403,fr,0.99,Designation,fr,0.99,,,46,,True
736,736,1300,fr,0.99,Designation,fr,0.99,fr,0.99,91,442.0,False
737,737,2585,fr,0.99,Designation,fr,0.99,fr,0.99,134,1618.0,False
738,738,1160,nl,0.71,Designation,nl,0.71,,,62,,True
739,739,2403,fr,0.99,Designation,fr,0.99,,,37,,True
740,740,2583,fr,0.99,Description,fr,0.71,fr,0.99,50,1199.0,False
741,741,2583,ro,0.57,Designation,ro,0.57,,,28,,True
